"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","GRADRATEFIELD","HEALTH","PC","A","2016",17.01,
"USA","GRADRATEFIELD","HEALTH","PC","A","2017",17.165,
"USA","GRADRATEFIELD","ARTS","PC","A","2005",21.118,
"USA","GRADRATEFIELD","ARTS","PC","A","2010",20.288,
"USA","GRADRATEFIELD","ARTS","PC","A","2011",19.999,
"USA","GRADRATEFIELD","ARTS","PC","A","2012",20.17,
"USA","GRADRATEFIELD","ARTS","PC","A","2013",20.195,
"USA","GRADRATEFIELD","ARTS","PC","A","2014",20.002,
"USA","GRADRATEFIELD","ARTS","PC","A","2015",19.792,
"USA","GRADRATEFIELD","ARTS","PC","A","2016",19.654,
"USA","GRADRATEFIELD","ARTS","PC","A","2017",19.37,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2005",21.909,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2010",21.885,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2011",21.418,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2012",20.788,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2013",20.163,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2014",19.803,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2015",19.514,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2016",19.304,
"USA","GRADRATEFIELD","BUSINESS","PC","A","2017",19.124,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2005",6.853,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2010",6.419,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2011",6.538,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2012",6.421,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2013",6.387,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2014",6.499,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2015",6.723,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2016",6.929,
"USA","GRADRATEFIELD","ENGINEERING","PC","A","2017",7.174,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2005",12.544,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2010",12.245,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2011",12.118,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2012",12.056,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2013",12.191,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2014",12.249,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2015",12.124,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2016",12.018,
"USA","GRADRATEFIELD","SOC_SCI","PC","A","2017",11.908,
"ARG","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","EDU","PC","A","2013",19.569,
"ARG","GRADRATEFIELD","EDU","PC","A","2014",20.842,
"ARG","GRADRATEFIELD","EDU","PC","A","2015",21.062,
"ARG","GRADRATEFIELD","EDU","PC","A","2016",17.364,
"ARG","GRADRATEFIELD","EDU","PC","A","2017",,"M"
"ARG","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","HEALTH","PC","A","2013",21.39,
"ARG","GRADRATEFIELD","HEALTH","PC","A","2014",20.947,
"ARG","GRADRATEFIELD","HEALTH","PC","A","2015",20.711,
"ARG","GRADRATEFIELD","HEALTH","PC","A","2016",17.834,
"ARG","GRADRATEFIELD","HEALTH","PC","A","2017",,"M"
"ARG","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","ARTS","PC","A","2013",11.793,
"ARG","GRADRATEFIELD","ARTS","PC","A","2014",12.577,
"ARG","GRADRATEFIELD","ARTS","PC","A","2015",12.687,
"ARG","GRADRATEFIELD","ARTS","PC","A","2016",10.226,
"ARG","GRADRATEFIELD","ARTS","PC","A","2017",,"M"
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2013",23.016,
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2014",23.517,
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2015",17.307,
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2016",24.227,
"ARG","GRADRATEFIELD","BUSINESS","PC","A","2017",,"M"
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2013",7.202,
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2014",4.928,
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2015",5.471,
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2016",7.129,
"ARG","GRADRATEFIELD","ENGINEERING","PC","A","2017",,"M"
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2013",0.292,
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2014",0.298,
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2015",7.09,
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2016",8.945,
"ARG","GRADRATEFIELD","SOC_SCI","PC","A","2017",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","EDU","PC","A","2014",20.222,
"BRA","GRADRATEFIELD","EDU","PC","A","2015",19.901,
"BRA","GRADRATEFIELD","EDU","PC","A","2016",19.699,
"BRA","GRADRATEFIELD","EDU","PC","A","2017",20.346,
"BRA","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","HEALTH","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","HEALTH","PC","A","2014",13.404,
"BRA","GRADRATEFIELD","HEALTH","PC","A","2015",13.819,
"BRA","GRADRATEFIELD","HEALTH","PC","A","2016",13.944,
"BRA","GRADRATEFIELD","HEALTH","PC","A","2017",14.683,
"BRA","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","ARTS","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","ARTS","PC","A","2014",3.307,
"BRA","GRADRATEFIELD","ARTS","PC","A","2015",3.129,
"BRA","GRADRATEFIELD","ARTS","PC","A","2016",3.17,
"BRA","GRADRATEFIELD","ARTS","PC","A","2017",3.239,
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2014",37.635,
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2015",37.428,
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2016",35.564,
"BRA","GRADRATEFIELD","BUSINESS","PC","A","2017",33.488,
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2014",10.135,
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2015",9.527,
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2016",11.009,
"BRA","GRADRATEFIELD","ENGINEERING","PC","A","2017",11.964,
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2014",4.46,
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2015",4.222,
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2016",4.484,
"BRA","GRADRATEFIELD","SOC_SCI","PC","A","2017",4.664,
"CHL","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","EDU","PC","A","2013",15.921,
"CHL","GRADRATEFIELD","EDU","PC","A","2014",16.057,
"CHL","GRADRATEFIELD","EDU","PC","A","2015",15.396,
"CHL","GRADRATEFIELD","EDU","PC","A","2016",15.054,
"CHL","GRADRATEFIELD","EDU","PC","A","2017",14.96,
"CHL","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","HEALTH","PC","A","2013",21.697,
"CHL","GRADRATEFIELD","HEALTH","PC","A","2014",21.535,
"CHL","GRADRATEFIELD","HEALTH","PC","A","2015",21.426,
"CHL","GRADRATEFIELD","HEALTH","PC","A","2016",21.461,
"CHL","GRADRATEFIELD","HEALTH","PC","A","2017",21.667,
"CHL","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","ARTS","PC","A","2013",4.356,
"CHL","GRADRATEFIELD","ARTS","PC","A","2014",4.027,
"CHL","GRADRATEFIELD","ARTS","PC","A","2015",3.55,
"CHL","GRADRATEFIELD","ARTS","PC","A","2016",3.206,
"CHL","GRADRATEFIELD","ARTS","PC","A","2017",3.333,
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2013",22.361,
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2014",22.399,
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2015",22.519,
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2016",24.473,
"CHL","GRADRATEFIELD","BUSINESS","PC","A","2017",24.041,
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2013",14.767,
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2014",15.205,
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2015",15.665,
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2016",15.53,
"CHL","GRADRATEFIELD","ENGINEERING","PC","A","2017",16.267,
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2013",5.846,
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2014",4.65,
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2015",4.319,
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2016",3.67,
"CHL","GRADRATEFIELD","SOC_SCI","PC","A","2017",4.04,
"CHN","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","EDU","PC","A","2017",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","HEALTH","PC","A","2017",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","ARTS","PC","A","2017",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","BUSINESS","PC","A","2017",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","ENGINEERING","PC","A","2017",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2013",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2014",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2015",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2016",,"M"
"CHN","GRADRATEFIELD","SOC_SCI","PC","A","2017",,"M"
"COL","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"COL","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"COL","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"COL","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"COL","GRADRATEFIELD","EDU","PC","A","2013",8.337,
"COL","GRADRATEFIELD","EDU","PC","A","2014",8.592,
"COL","GRADRATEFIELD","EDU","PC","A","2015",8.507,
"COL","GRADRATEFIELD","EDU","PC","A","2016",8.193,
"COL","GRADRATEFIELD","EDU","PC","A","2017",32.458,
"COL","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"COL","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"COL","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"COL","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"COL","GRADRATEFIELD","HEALTH","PC","A","2013",7.3,
"COL","GRADRATEFIELD","HEALTH","PC","A","2014",7.304,
"COL","GRADRATEFIELD","HEALTH","PC","A","2015",6.874,
"COL","GRADRATEFIELD","HEALTH","PC","A","2016",6.765,
"COL","GRADRATEFIELD","HEALTH","PC","A","2017",19.951,
"COL","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"COL","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"COL","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"COL","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"COL","GRADRATEFIELD","ARTS","PC","A","2013",3.944,
"COL","GRADRATEFIELD","ARTS","PC","A","2014",4.01,
"COL","GRADRATEFIELD","ARTS","PC","A","2015",4.129,
"COL","GRADRATEFIELD","ARTS","PC","A","2016",3.892,
"COL","GRADRATEFIELD","ARTS","PC","A","2017",3.563,
"COL","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"COL","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"COL","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"COL","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"COL","GRADRATEFIELD","BUSINESS","PC","A","2013",44.771,
"COL","GRADRATEFIELD","BUSINESS","PC","A","2014",45.28,
"COL","GRADRATEFIELD","BUSINESS","PC","A","2015",45.323,
"COL","GRADRATEFIELD","BUSINESS","PC","A","2016",45.927,
"COL","GRADRATEFIELD","BUSINESS","PC","A","2017",22.391,
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2013",15.679,
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2014",16.406,
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2015",16.023,
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2016",16.729,
"COL","GRADRATEFIELD","ENGINEERING","PC","A","2017",10.711,
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2013",6.118,
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2014",6.119,
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2015",6.685,
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2016",6.646,
"COL","GRADRATEFIELD","SOC_SCI","PC","A","2017",6.63,
"CRI","GRADRATEFIELD","EDU","PC","A","2013",23.526,
"CRI","GRADRATEFIELD","EDU","PC","A","2014",23.08,
"CRI","GRADRATEFIELD","EDU","PC","A","2015",21.835,
"CRI","GRADRATEFIELD","EDU","PC","A","2016",21.733,
"CRI","GRADRATEFIELD","EDU","PC","A","2017",21.384,
"CRI","GRADRATEFIELD","HEALTH","PC","A","2013",15.114,
"CRI","GRADRATEFIELD","HEALTH","PC","A","2014",15.789,
"CRI","GRADRATEFIELD","HEALTH","PC","A","2015",15.564,
"CRI","GRADRATEFIELD","HEALTH","PC","A","2016",14.244,
"CRI","GRADRATEFIELD","HEALTH","PC","A","2017",14.648,
"CRI","GRADRATEFIELD","ARTS","PC","A","2013",2.788,
"CRI","GRADRATEFIELD","ARTS","PC","A","2014",2.421,
"CRI","GRADRATEFIELD","ARTS","PC","A","2015",2.85,
"CRI","GRADRATEFIELD","ARTS","PC","A","2016",3.099,
"CRI","GRADRATEFIELD","ARTS","PC","A","2017",3.172,
"CRI","GRADRATEFIELD","BUSINESS","PC","A","2013",,"M"
"CRI","GRADRATEFIELD","BUSINESS","PC","A","2014",35.32,
"CRI","GRADRATEFIELD","BUSINESS","PC","A","2015",39.136,
"CRI","GRADRATEFIELD","BUSINESS","PC","A","2016",36.09,
"CRI","GRADRATEFIELD","BUSINESS","PC","A","2017",35.605,
"CRI","GRADRATEFIELD","ENGINEERING","PC","A","2013",6.469,
"CRI","GRADRATEFIELD","ENGINEERING","PC","A","2014",7.122,
"CRI","GRADRATEFIELD","ENGINEERING","PC","A","2015",7.106,
"CRI","GRADRATEFIELD","ENGINEERING","PC","A","2016",7.009,
"CRI","GRADRATEFIELD","ENGINEERING","PC","A","2017",7.505,
"CRI","GRADRATEFIELD","SOC_SCI","PC","A","2013",41.823,
"CRI","GRADRATEFIELD","SOC_SCI","PC","A","2014",6.489,
"CRI","GRADRATEFIELD","SOC_SCI","PC","A","2015",4.916,
"CRI","GRADRATEFIELD","SOC_SCI","PC","A","2016",6.992,
"CRI","GRADRATEFIELD","SOC_SCI","PC","A","2017",6.113,
"EST","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"EST","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"EST","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"EST","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"EST","GRADRATEFIELD","EDU","PC","A","2013",8.126,
"EST","GRADRATEFIELD","EDU","PC","A","2014",7.782,
"EST","GRADRATEFIELD","EDU","PC","A","2015",7.969,
"EST","GRADRATEFIELD","EDU","PC","A","2016",7.601,
"EST","GRADRATEFIELD","EDU","PC","A","2017",6.829,
"EST","GRADRATEFIELD","HEALTH","PC","A","2005",,"M"
"EST","GRADRATEFIELD","HEALTH","PC","A","2010",,"M"
"EST","GRADRATEFIELD","HEALTH","PC","A","2011",,"M"
"EST","GRADRATEFIELD","HEALTH","PC","A","2012",,"M"
"EST","GRADRATEFIELD","HEALTH","PC","A","2013",12.497,
"EST","GRADRATEFIELD","HEALTH","PC","A","2014",13.072,
"EST","GRADRATEFIELD","HEALTH","PC","A","2015",12.039,
"EST","GRADRATEFIELD","HEALTH","PC","A","2016",11.733,
"EST","GRADRATEFIELD","HEALTH","PC","A","2017",13,
"EST","GRADRATEFIELD","ARTS","PC","A","2005",,"M"
"EST","GRADRATEFIELD","ARTS","PC","A","2010",,"M"
"EST","GRADRATEFIELD","ARTS","PC","A","2011",,"M"
"EST","GRADRATEFIELD","ARTS","PC","A","2012",,"M"
"EST","GRADRATEFIELD","ARTS","PC","A","2013",13.279,
"EST","GRADRATEFIELD","ARTS","PC","A","2014",13.042,
"EST","GRADRATEFIELD","ARTS","PC","A","2015",12.277,
"EST","GRADRATEFIELD","ARTS","PC","A","2016",12.463,
"EST","GRADRATEFIELD","ARTS","PC","A","2017",12.509,
"EST","GRADRATEFIELD","BUSINESS","PC","A","2005",,"M"
"EST","GRADRATEFIELD","BUSINESS","PC","A","2010",,"M"
"EST","GRADRATEFIELD","BUSINESS","PC","A","2011",,"M"
"EST","GRADRATEFIELD","BUSINESS","PC","A","2012",,"M"
"EST","GRADRATEFIELD","BUSINESS","PC","A","2013",23.778,
"EST","GRADRATEFIELD","BUSINESS","PC","A","2014",23.111,
"EST","GRADRATEFIELD","BUSINESS","PC","A","2015",24.678,
"EST","GRADRATEFIELD","BUSINESS","PC","A","2016",24.04,
"EST","GRADRATEFIELD","BUSINESS","PC","A","2017",23.212,
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2005",,"M"
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2010",,"M"
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2011",,"M"
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2012",,"M"
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2013",15.294,
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2014",14.789,
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2015",14.46,
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2016",14.188,
"EST","GRADRATEFIELD","ENGINEERING","PC","A","2017",14.952,
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2005",,"M"
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2010",,"M"
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2011",,"M"
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2012",,"M"
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2013",6.948,
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2014",8.037,
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2015",8.522,
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2016",8.799,
"EST","GRADRATEFIELD","SOC_SCI","PC","A","2017",7.622,
"IND","GRADRATEFIELD","EDU","PC","A","2005",,"M"
"IND","GRADRATEFIELD","EDU","PC","A","2010",,"M"
"IND","GRADRATEFIELD","EDU","PC","A","2011",,"M"
"IND","GRADRATEFIELD","EDU","PC","A","2012",,"M"
"IND","GRADRATEFIELD","EDU","PC","A","2013",9.122,
"IND","GRADRATEFIELD","EDU","PC","A","2014",9.16,
"IND","GRADRATEFIELD","EDU","PC","A","2015",9.075,
